weapon_class	parent	stat	data_table	row	column
daedalus_grenade	Grenade	projectile_speed	GrenadeMod_Stats	ProjectileSpeed	Daedalus
daedalus_weapon	weapon	damage	Weapon_Stats	Damage	Daedalus
daedalus_weapon	weapon	fire_rate	Weapon_Stats	Fire_Rate	Daedalus
daedalus_weapon	weapon	burst_fire_delay	Weapon_Stats	Burst_Fire_Delay	Daedalus
daedalus_weapon	weapon	charge_time	Weapon_Stats	Charge_Time	Daedalus
daedalus_weapon	weapon	spinup_time	Weapon_Stats	Charge_Time	Daedalus
daedalus_weapon	weapon	max_accuracy	Weapon_Stats	Max_Accuracy	Daedalus
daedalus_weapon	weapon	spread	Weapon_Stats	Spread	Daedalus
daedalus_weapon	weapon	accuracy_impluse	Weapon_Stats	Accuracy_Impulse	Daedalus
daedalus_weapon	weapon	accuracy_burst_impluse	Weapon_Stats	Accuracy_Burst_Impulse	Daedalus
daedalus_weapon	weapon	recoil_height	Weapon_Stats	Recoil_Height	Daedalus
daedalus_weapon	weapon	recoil_width	Weapon_Stats	Recoil_Width	Daedalus
daedalus_weapon	weapon	projectile_speed	Weapon_Stats	Projectile_Speed	Daedalus
daedalus_weapon	weapon	acc_sway_zoom_scale	Weapon_Stats	Acc_Sway_Scale	Daedalus
daedalus_weapon	weapon	acc_sway_accuracy_scale	Weapon_Stats	Acc_Sway_Scale	Daedalus
daedalus_weapon	weapon	acc_sway_zoom_accuracy_scale	Weapon_Stats	Acc_Sway_Scale	Daedalus
daedalus_weapon	weapon	critical_damage	Weapon_Stats	Critical_Damage	Daedalus
daedalus_weapon	weapon	damage_radius	Weapon_Stats	Damage_Radius	Daedalus
daedalus_weapon	weapon	ted_thrown_radius	Weapon_Stats	Damage_Radius	Daedalus
daedalus_weapon	weapon	ads_speed	Weapon_Stats	Zoom_Speed	Daedalus
daedalus_weapon	weapon	sway_zoom_scale	Weapon_Stats	Sway_Scale	Daedalus
daedalus_weapon	weapon	sway_accuracy_scale	Weapon_Stats	Sway_Scale	Daedalus
daedalus_weapon	weapon	sway_zoom_accuracy_scale	Weapon_Stats	Sway_Scale	Daedalus
daedalus_weapon	weapon	max_loaded_ammo	Weapon_Stats	Max_Loaded_Ammo	Daedalus
daedalus_weapon	weapon	heat_per_shot	Weapon_Stats	Heat_Per_Shot	Daedalus
daedalus_weapon	weapon	min_shots_to_break	Weapon_Stats	Heat_Per_Shot	Daedalus
daedalus_weapon	weapon	max_shots_to_break	Weapon_Stats	Heat_Per_Shot	Daedalus
daedalus_weapon	weapon	reload_time	Weapon_Stats	Reload_Time	Daedalus
daedalus_weapon	weapon	status_damage	Weapon_Stats	Status_Damage	Daedalus
daedalus_weapon	weapon	status_chance	Weapon_Stats	Status_Chance	Daedalus
daedalus_weapon	weapon	equip_time	Weapon_Stats	Equip_Time	Daedalus
daedalus_weapon	weapon	put_down_time	Weapon_Stats	PutDown_Time	Daedalus
daedalus_weapon	weapon	modeswitch_time	Weapon_Stats	ModeSwitch_Time	Daedalus
daedalus_weapon	weapon	status_charge	Weapon_Stats		Daedalus
daedalus_weapon	weapon	elemental_damage	Weapon_Stats		Daedalus
daedalus_weapon	weapon	elemental_chance	Weapon_Stats		Daedalus
gadget_turret		duration	Gadget_AT_Stats	Duration	Default
gadget_turret		cooldown	Gadget_AT_Stats	Cooldown	Default
gadget_turret		health	Gadget_AT_Stats	Health	Default
gadget_turret		damage	Gadget_AT_Stats	Damage	Default
gadget_turret		fire_rate	Gadget_AT_Stats	Fire_Rate	Default
gadget_turret		spread	Gadget_AT_Stats	Spread	Default
gadget_turret		spread	Gadget_AT_Stats	Accuracy	Default
gadget_turret		projectile_speed	Gadget_AT_Stats	Projectile_Speed	Default
gadget_turret		damage_radius	Gadget_AT_Stats	Damage_Radius	Default
gadget_turret		elemental_damage	Gadget_AT_Stats	Elemental_Power	Default
grenade		damage	GrenadeMod_Stats	damage	Default
grenade		force	GrenadeMod_Stats	force	Default
grenade		critical_chance	GrenadeMod_Stats	CritChance	Default
grenade		critical_damage	GrenadeMod_Stats	CritDamage	Default
grenade		splash_radius	GrenadeMod_Stats	Radius	Default
grenade		status_chance	GrenadeMod_Stats	StatusChance	Default
grenade		status_charge	GrenadeMod_Stats	CryoImpact	Default
grenade		status_damage	GrenadeMod_Stats	StatusDamage	Default
grenade		cooldown	GrenadeMod_Stats	cooldown	Default
grenade		projectile_speed	GrenadeMod_Stats	ProjectileSpeed	Default
grenade		rarity_damage	GrenadeMod_RarityScale		Damage_Scale
grenade		rarity_radius	GrenadeMod_RarityScale		Radius_Scale
grenade		rarity_cooldown	GrenadeMod_RarityScale		Cooldown_Scale
grenade		homing_turn_rate	GrenadeMod_Stats	HomingTurnScale	Default
grenade		transfusion	GrenadeMod_Stats	Transfusion	Default
heavy_weapon		damage	Heavy_Weapon_Stats	Damage	Default
heavy_weapon		fire_rate	Heavy_Weapon_Stats	Fire_Rate	Default
heavy_weapon		burst_fire_delay	Heavy_Weapon_Stats	Burst_Fire_Delay	Default
heavy_weapon		charge_time	Heavy_Weapon_Stats	Charge_Time	Default
heavy_weapon		spinup_time	Heavy_Weapon_Stats	Charge_Time	Default
heavy_weapon		max_accuracy	Heavy_Weapon_Stats	Max_Accuracy	Default
heavy_weapon		spread	Heavy_Weapon_Stats	Spread	Default
heavy_weapon		accuracy_impluse	Heavy_Weapon_Stats	Accuracy_Impulse	Default
heavy_weapon		accuracy_burst_impluse	Heavy_Weapon_Stats	Accuracy_Burst_Impulse	Default
heavy_weapon		recoil_height	Heavy_Weapon_Stats	Recoil_Height	Default
heavy_weapon		recoil_width	Heavy_Weapon_Stats	Recoil_Width	Default
heavy_weapon		projectile_speed	Heavy_Weapon_Stats	Projectile_Speed	Default
heavy_weapon		acc_sway_zoom_scale	Heavy_Weapon_Stats	Acc_Sway_Scale	Default
heavy_weapon		acc_sway_accuracy_scale	Heavy_Weapon_Stats	Acc_Sway_Scale	Default
heavy_weapon		acc_sway_zoom_accuracy_scale	Heavy_Weapon_Stats	Acc_Sway_Scale	Default
heavy_weapon		critical_damage	Heavy_Weapon_Stats	Critical_Damage	Default
heavy_weapon		damage_radius	Heavy_Weapon_Stats	Damage_Radius	Default
heavy_weapon		ads_speed	Heavy_Weapon_Stats	Zoom_Speed	Default
heavy_weapon		sway_zoom_scale	Heavy_Weapon_Stats	Sway_Scale	Default
heavy_weapon		sway_accuracy_scale	Heavy_Weapon_Stats	Sway_Scale	Default
heavy_weapon		sway_zoom_accuracy_scale	Heavy_Weapon_Stats	Sway_Scale	Default
heavy_weapon		max_loaded_ammo	Heavy_Weapon_Stats	Max_Loaded_Ammo	Default
heavy_weapon		heat_per_shot	Heavy_Weapon_Stats	Heat_Per_Shot	Default
heavy_weapon		elemental_damage	Heavy_Weapon_Stats	Elemental_Damage	Default
heavy_weapon		elemental_charge	Heavy_Weapon_Stats	CryoImpact	Default
heavy_weapon		elemental_chance	Heavy_Weapon_Stats	Elemental_Chance	Default
heavy_weapon		cooldown_reduction	Heavy_Weapon_Stats	Cooldown_Reduction	Default
jakobs_grenade	Grenade	damage	GrenadeMod_Stats	Damage	Jakobs
jakobs_grenade	Grenade	force	GrenadeMod_Stats	Force	Jakobs
jakobs_grenade	Grenade	critical_chance	GrenadeMod_Stats	CritChance	Jakobs
jakobs_grenade	Grenade	critical_damage	GrenadeMod_Stats	CritDamage	Jakobs
jakobs_grenade	Grenade	splash_radius	GrenadeMod_Stats	Radius	Jakobs
jakobs_grenade	Grenade	status_chance	GrenadeMod_Stats	StatusChance	Jakobs
jakobs_grenade	Grenade	status_charge	GrenadeMod_Stats	CryoImpact	Jakobs
jakobs_grenade	Grenade	status_damage	GrenadeMod_Stats	StatusDamage	Jakobs
jakobs_grenade	Grenade	cooldown	GrenadeMod_Stats	Cooldown	Jakobs
jakobs_grenade	Grenade	projectile_speed	GrenadeMod_Stats	ProjectileSpeed	Jakobs
jakobs_weapon	weapon	damage	Weapon_Stats	Damage	Jakobs
jakobs_weapon	weapon	fire_rate	Weapon_Stats	Fire_Rate	Jakobs
jakobs_weapon	weapon	burst_fire_delay	Weapon_Stats	Burst_Fire_Delay	Jakobs
jakobs_weapon	weapon	charge_time	Weapon_Stats	Charge_Time	Jakobs
jakobs_weapon	weapon	spinup_time	Weapon_Stats	Charge_Time	Jakobs
jakobs_weapon	weapon	max_accuracy	Weapon_Stats	Max_Accuracy	Jakobs
jakobs_weapon	weapon	spread	Weapon_Stats	Spread	Jakobs
jakobs_weapon	weapon	accuracy_impluse	Weapon_Stats	Accuracy_Impulse	Jakobs
jakobs_weapon	weapon	accuracy_burst_impluse	Weapon_Stats	Accuracy_Burst_Impulse	Jakobs
jakobs_weapon	weapon	recoil_height	Weapon_Stats	Recoil_Height	Jakobs
jakobs_weapon	weapon	recoil_width	Weapon_Stats	Recoil_Width	Jakobs
jakobs_weapon	weapon	projectile_speed	Weapon_Stats	Projectile_Speed	Jakobs
jakobs_weapon	weapon	acc_sway_zoom_scale	Weapon_Stats	Acc_Sway_Scale	Jakobs
jakobs_weapon	weapon	acc_sway_accuracy_scale	Weapon_Stats	Acc_Sway_Scale	Jakobs
jakobs_weapon	weapon	acc_sway_zoom_accuracy_scale	Weapon_Stats	Acc_Sway_Scale	Jakobs
jakobs_weapon	weapon	critical_damage	Weapon_Stats	Critical_Damage	Jakobs
jakobs_weapon	weapon	damage_radius	Weapon_Stats	Damage_Radius	Jakobs
jakobs_weapon	weapon	ted_thrown_radius	Weapon_Stats	Damage_Radius	Jakobs
jakobs_weapon	weapon	ads_speed	Weapon_Stats	Zoom_Speed	Jakobs
jakobs_weapon	weapon	sway_zoom_scale	Weapon_Stats	Sway_Scale	Jakobs
jakobs_weapon	weapon	sway_accuracy_scale	Weapon_Stats	Sway_Scale	Jakobs
jakobs_weapon	weapon	sway_zoom_accuracy_scale	Weapon_Stats	Sway_Scale	Jakobs
jakobs_weapon	weapon	max_loaded_ammo	Weapon_Stats	Max_Loaded_Ammo	Jakobs
jakobs_weapon	weapon	heat_per_shot	Weapon_Stats	Heat_Per_Shot	Jakobs
jakobs_weapon	weapon	min_shots_to_break	Weapon_Stats	Heat_Per_Shot	Jakobs
jakobs_weapon	weapon	max_shots_to_break	Weapon_Stats	Heat_Per_Shot	Jakobs
jakobs_weapon	weapon	reload_time	Weapon_Stats	Reload_Time	Jakobs
jakobs_weapon	weapon	status_damage	Weapon_Stats	Status_Damage	Jakobs
jakobs_weapon	weapon	status_chance	Weapon_Stats	Status_Chance	Jakobs
jakobs_weapon	weapon	equip_time	Weapon_Stats	Equip_Time	Jakobs
jakobs_weapon	weapon	put_down_time	Weapon_Stats	PutDown_Time	Jakobs
jakobs_weapon	weapon	modeswitch_time	Weapon_Stats	ModeSwitch_Time	Jakobs
jakobs_weapon	weapon	status_charge	Weapon_Stats		Jakobs
jakobs_weapon	weapon	elemental_damage	Weapon_Stats		Jakobs
jakobs_weapon	weapon	elemental_chance	Weapon_Stats		Jakobs
maliwan_grenade	Grenade	damage	GrenadeMod_Stats	Damage	Maliwan
maliwan_grenade	Grenade	force	GrenadeMod_Stats	Force	Maliwan
maliwan_grenade	Grenade	critical_chance	GrenadeMod_Stats	CritChance	Maliwan
maliwan_grenade	Grenade	critical_damage	GrenadeMod_Stats	CritDamage	Maliwan
maliwan_grenade	Grenade	splash_radius	GrenadeMod_Stats	Radius	Maliwan
maliwan_grenade	Grenade	status_chance	GrenadeMod_Stats	StatusChance	Maliwan
maliwan_grenade	Grenade	status_charge	GrenadeMod_Stats	CryoImpact	Maliwan
maliwan_grenade	Grenade	status_damage	GrenadeMod_Stats	StatusDamage	Maliwan
maliwan_grenade	Grenade	cooldown	GrenadeMod_Stats	Cooldown	Maliwan
maliwan_grenade	Grenade	projectile_speed	GrenadeMod_Stats	ProjectileSpeed	Maliwan
maliwan_heavy_weapon	heavy_weapon	damage	Heavy_Weapon_Stats	Damage	Maliwan
maliwan_heavy_weapon	heavy_weapon	fire_rate	Heavy_Weapon_Stats	Fire_Rate	Maliwan
maliwan_heavy_weapon	heavy_weapon	burst_fire_delay	Heavy_Weapon_Stats	Burst_Fire_Delay	Maliwan
maliwan_heavy_weapon	heavy_weapon	charge_time	Heavy_Weapon_Stats	Charge_Time	Maliwan
maliwan_heavy_weapon	heavy_weapon	spinup_time	Heavy_Weapon_Stats	Charge_Time	Maliwan
maliwan_heavy_weapon	heavy_weapon	max_accuracy	Heavy_Weapon_Stats	Max_Accuracy	Maliwan
maliwan_heavy_weapon	heavy_weapon	spread	Heavy_Weapon_Stats	Spread	Maliwan
maliwan_heavy_weapon	heavy_weapon	accuracy_impluse	Heavy_Weapon_Stats	Accuracy_Impulse	Maliwan
maliwan_heavy_weapon	heavy_weapon	accuracy_burst_impluse	Heavy_Weapon_Stats	Accuracy_Burst_Impulse	Maliwan
maliwan_heavy_weapon	heavy_weapon	recoil_height	Heavy_Weapon_Stats	Recoil_Height	Maliwan
maliwan_heavy_weapon	heavy_weapon	recoil_width	Heavy_Weapon_Stats	Recoil_Width	Maliwan
maliwan_heavy_weapon	heavy_weapon	projectile_speed	Heavy_Weapon_Stats	Projectile_Speed	Maliwan
maliwan_heavy_weapon	heavy_weapon	acc_sway_zoom_scale	Heavy_Weapon_Stats	Acc_Sway_Scale	Maliwan
maliwan_heavy_weapon	heavy_weapon	acc_sway_accuracy_scale	Heavy_Weapon_Stats	Acc_Sway_Scale	Maliwan
maliwan_heavy_weapon	heavy_weapon	acc_sway_zoom_accuracy_scale	Heavy_Weapon_Stats	Acc_Sway_Scale	Maliwan
maliwan_heavy_weapon	heavy_weapon	critical_damage	Heavy_Weapon_Stats	Critical_Damage	Maliwan
maliwan_heavy_weapon	heavy_weapon	damage_radius	Heavy_Weapon_Stats	Damage_Radius	Maliwan
maliwan_heavy_weapon	heavy_weapon	ads_speed	Heavy_Weapon_Stats	Zoom_Speed	Maliwan
maliwan_heavy_weapon	heavy_weapon	sway_zoom_scale	Heavy_Weapon_Stats	Sway_Scale	Maliwan
maliwan_heavy_weapon	heavy_weapon	sway_accuracy_scale	Heavy_Weapon_Stats	Sway_Scale	Maliwan
maliwan_heavy_weapon	heavy_weapon	sway_zoom_accuracy_scale	Heavy_Weapon_Stats	Sway_Scale	Maliwan
maliwan_heavy_weapon	heavy_weapon	max_loaded_ammo	Heavy_Weapon_Stats	Max_Loaded_Ammo	Maliwan
maliwan_heavy_weapon	heavy_weapon	heat_per_shot	Heavy_Weapon_Stats	Heat_Per_Shot	Maliwan
maliwan_heavy_weapon	heavy_weapon	elemental_damage	Heavy_Weapon_Stats	Elemental_Damage	Maliwan
maliwan_heavy_weapon	heavy_weapon	elemental_charge	Heavy_Weapon_Stats	CryoImpact	Maliwan
maliwan_heavy_weapon	heavy_weapon	elemental_chance	Heavy_Weapon_Stats	Elemental_Chance	Maliwan
maliwan_heavy_weapon	heavy_weapon	cooldown_reduction	Heavy_Weapon_Stats	Cooldown_Reduction	Maliwan
maliwan_weapon	weapon	damage	Weapon_Stats	Damage	Maliwan
maliwan_weapon	weapon	fire_rate	Weapon_Stats	Fire_Rate	Maliwan
maliwan_weapon	weapon	burst_fire_delay	Weapon_Stats	Burst_Fire_Delay	Maliwan
maliwan_weapon	weapon	charge_time	Weapon_Stats	Charge_Time	Maliwan
maliwan_weapon	weapon	spinup_time	Weapon_Stats	Charge_Time	Maliwan
maliwan_weapon	weapon	max_accuracy	Weapon_Stats	Max_Accuracy	Maliwan
maliwan_weapon	weapon	spread	Weapon_Stats	Spread	Maliwan
maliwan_weapon	weapon	accuracy_impluse	Weapon_Stats	Accuracy_Impulse	Maliwan
maliwan_weapon	weapon	accuracy_burst_impluse	Weapon_Stats	Accuracy_Burst_Impulse	Maliwan
maliwan_weapon	weapon	recoil_height	Weapon_Stats	Recoil_Height	Maliwan
maliwan_weapon	weapon	recoil_width	Weapon_Stats	Recoil_Width	Maliwan
maliwan_weapon	weapon	projectile_speed	Weapon_Stats	Projectile_Speed	Maliwan
maliwan_weapon	weapon	acc_sway_zoom_scale	Weapon_Stats	Acc_Sway_Scale	Maliwan
maliwan_weapon	weapon	acc_sway_accuracy_scale	Weapon_Stats	Acc_Sway_Scale	Maliwan
maliwan_weapon	weapon	acc_sway_zoom_accuracy_scale	Weapon_Stats	Acc_Sway_Scale	Maliwan
maliwan_weapon	weapon	critical_damage	Weapon_Stats	Critical_Damage	Maliwan
maliwan_weapon	weapon	damage_radius	Weapon_Stats	Damage_Radius	Maliwan
maliwan_weapon	weapon	ted_thrown_radius	Weapon_Stats	Damage_Radius	Maliwan
maliwan_weapon	weapon	ads_speed	Weapon_Stats	Zoom_Speed	Maliwan
maliwan_weapon	weapon	sway_zoom_scale	Weapon_Stats	Sway_Scale	Maliwan
maliwan_weapon	weapon	sway_accuracy_scale	Weapon_Stats	Sway_Scale	Maliwan
maliwan_weapon	weapon	sway_zoom_accuracy_scale	Weapon_Stats	Sway_Scale	Maliwan
maliwan_weapon	weapon	max_loaded_ammo	Weapon_Stats	Max_Loaded_Ammo	Maliwan
maliwan_weapon	weapon	heat_per_shot	Weapon_Stats	Heat_Per_Shot	Maliwan
maliwan_weapon	weapon	min_shots_to_break	Weapon_Stats	Heat_Per_Shot	Maliwan
maliwan_weapon	weapon	max_shots_to_break	Weapon_Stats	Heat_Per_Shot	Maliwan
maliwan_weapon	weapon	reload_time	Weapon_Stats	Reload_Time	Maliwan
maliwan_weapon	weapon	status_damage	Weapon_Stats	Status_Damage	Maliwan
maliwan_weapon	weapon	status_chance	Weapon_Stats	Status_Chance	Maliwan
maliwan_weapon	weapon	equip_time	Weapon_Stats	Equip_Time	Maliwan
maliwan_weapon	weapon	put_down_time	Weapon_Stats	PutDown_Time	Maliwan
maliwan_weapon	weapon	modeswitch_time	Weapon_Stats	ModeSwitch_Time	Maliwan
maliwan_weapon	weapon	status_charge	Weapon_Stats		Maliwan
maliwan_weapon	weapon	elemental_damage	Weapon_Stats		Maliwan
maliwan_weapon	weapon	elemental_chance	Weapon_Stats		Maliwan
order_grenade	Grenade	damage	GrenadeMod_Stats	Damage	Order
order_grenade	Grenade	force	GrenadeMod_Stats	Force	Order
order_grenade	Grenade	critical_chance	GrenadeMod_Stats	CritChance	Order
order_grenade	Grenade	critical_damage	GrenadeMod_Stats	CritDamage	Order
order_grenade	Grenade	splash_radius	GrenadeMod_Stats	Radius	Order
order_grenade	Grenade	status_chance	GrenadeMod_Stats	StatusChance	Order
order_grenade	Grenade	status_charge	GrenadeMod_Stats	CryoImpact	Order
order_grenade	Grenade	status_damage	GrenadeMod_Stats	StatusDamage	Order
order_grenade	Grenade	cooldown	GrenadeMod_Stats	Cooldown	Order
order_grenade	Grenade	projectile_speed	GrenadeMod_Stats	ProjectileSpeed	Order
order_weapon	weapon	damage	Weapon_Stats	Damage	Order
order_weapon	weapon	fire_rate	Weapon_Stats	Fire_Rate	Order
order_weapon	weapon	burst_fire_delay	Weapon_Stats	Burst_Fire_Delay	Order
order_weapon	weapon	charge_time	Weapon_Stats	Charge_Time	Order
order_weapon	weapon	spinup_time	Weapon_Stats	Charge_Time	Order
order_weapon	weapon	max_accuracy	Weapon_Stats	Max_Accuracy	Order
order_weapon	weapon	spread	Weapon_Stats	Spread	Order
order_weapon	weapon	accuracy_impluse	Weapon_Stats	Accuracy_Impulse	Order
order_weapon	weapon	accuracy_burst_impluse	Weapon_Stats	Accuracy_Burst_Impulse	Order
order_weapon	weapon	recoil_height	Weapon_Stats	Recoil_Height	Order
order_weapon	weapon	recoil_width	Weapon_Stats	Recoil_Width	Order
order_weapon	weapon	projectile_speed	Weapon_Stats	Projectile_Speed	Order
order_weapon	weapon	acc_sway_zoom_scale	Weapon_Stats	Acc_Sway_Scale	Order
order_weapon	weapon	acc_sway_accuracy_scale	Weapon_Stats	Acc_Sway_Scale	Order
order_weapon	weapon	acc_sway_zoom_accuracy_scale	Weapon_Stats	Acc_Sway_Scale	Order
order_weapon	weapon	critical_damage	Weapon_Stats	Critical_Damage	Order
order_weapon	weapon	damage_radius	Weapon_Stats	Damage_Radius	Order
order_weapon	weapon	ted_thrown_radius	Weapon_Stats	Damage_Radius	Order
order_weapon	weapon	ads_speed	Weapon_Stats	Zoom_Speed	Order
order_weapon	weapon	sway_zoom_scale	Weapon_Stats	Sway_Scale	Order
order_weapon	weapon	sway_accuracy_scale	Weapon_Stats	Sway_Scale	Order
order_weapon	weapon	sway_zoom_accuracy_scale	Weapon_Stats	Sway_Scale	Order
