category	part_name
1	turret_weapon_longrifle.part_normal
2	DAD_PS.part_barrel_01
2	DAD_PS.part_barrel_01_ZipgunT
2	DAD_PS.part_barrel_01_a
2	DAD_PS.part_barrel_01_b
2	DAD_PS.part_barrel_01_c
2	DAD_PS.part_barrel_01_d
2	DAD_PS.part_barrel_02
2	DAD_PS.part_barrel_02_a
2	DAD_PS.part_barrel_02_b
2	DAD_PS.part_barrel_02_c
2	DAD_PS.part_barrel_02_d
2	DAD_PS.part_barrel_02_rangefinder
2	DAD_PS.part_barrel_licensed_hyp
2	DAD_PS.part_barrel_licensed_jak
2	DAD_PS.part_barrel_licensed_ted
2	DAD_PS.part_barrel_licensed_ted_combo
2	DAD_PS.part_barrel_licensed_ted_mirvB
2	DAD_PS.part_barrel_licensed_ted_shooting
2	DAD_PS.part_body
2	DAD_PS.part_body_a
2	DAD_PS.part_body_b
2	DAD_PS.part_body_c
2	DAD_PS.part_body_d
2	DAD_PS.part_body_mag_AR
2	DAD_PS.part_body_mag_SG
2	DAD_PS.part_body_mag_SMG
2	DAD_PS.part_body_mag_SR
2	DAD_PS.part_foregrip_01
2	DAD_PS.part_foregrip_02
2	DAD_PS.part_foregrip_03
2	DAD_PS.part_grip_01
2	DAD_PS.part_grip_02
2	DAD_PS.part_grip_03
2	DAD_PS.part_grip_04_hyp
2	DAD_PS.part_grip_05a_ted_legs
2	DAD_PS.part_grip_05b_ted_homing
2	DAD_PS.part_grip_05c_ted_jav
2	DAD_PS.part_mag_01p
2	DAD_PS.part_mag_02
2	DAD_PS.part_mag_03_tor0
2	DAD_PS.part_mag_04_cov
2	DAD_PS.part_mag_05_borg
2	DAD_PS.part_mag_05_borg_barrel_01
2	DAD_PS.part_mag_05_borg_barrel_02
2	DAD_PS.part_mag_ted_thrown_01
2	DAD_PS.part_mag_ted_thrown_02
2	DAD_PS.part_mag_ted_thrown_03_tor
2	DAD_PS.part_mag_ted_thrown_04_cov
2	DAD_PS.part_mag_ted_thrown_05_bor
2	DAD_PS.part_mag_torgue_normal
2	DAD_PS.part_mag_torgue_sticky
2	DAD_PS.part_scope_01_lens_01
2	DAD_PS.part_scope_01_lens_020
2	DAD_PS.part_scope_02_lens_01R
2	DAD_PS.part_scope_02_lens_02
2	DAD_PS.part_scope_acc_S01_L01_a
2	DAD_PS.part_scope_acc_S01_L01_b
2	DAD_PS.part_scope_acc_S01_L02_a
2	DAD_PS.part_scope_acc_S01_L02_b
2	DAD_PS.part_scope_acc_S02_L01_a
2	DAD_PS.part_scope_acc_S02_L01_b
2	DAD_PS.part_scope_acc_S02_L02_a
2	DAD_PS.part_scope_acc_S02_L02_b
2	DAD_PS.part_scope_ironsight
2	DAD_PS.part_shield_ammo
2	DAD_PS.part_shield_amp
2	DAD_PS.part_shield_default
2	DAD_PS.part_shield_ricochet
2	DAD_PS.part_underbarrel_01_taser
2	DAD_PS.part_underbarrel_02_knifelauncherf
2	DAD_PS.part_underbarrel_03_semtex
2	DAD_PS.part_underbarrel_04_atlas
2	DAD_PS.part_underbarrel_04_atlas_ball
2	DAD_PS.part_underbarrel_06_malswitch
3	JAK_PS.part_barrel_01
3	JAK_PS.part_barrel_01_a
3	JAK_PS.part_barrel_01_b
3	JAK_PS.part_barrel_01_c
3	JAK_PS.part_barrel_01_d
3	JAK_PS.part_barrel_01_phantom_flame
3	JAK_PS.part_barrel_01_seventh_Sense
3	JAK_PS.part_barrel_02
3	JAK_PS.part_barrel_02_a
3	JAK_PS.part_barrel_02_b
3	JAK_PS.part_barrel_02_c
3	JAK_PS.part_barrel_02_d
3	JAK_PS.part_barrel_02_kingsgambit
3	JAK_PS.part_barrel_QuickDraw
3	JAK_PS.part_barrel_licensed_hyp
3	JAK_PS.part_barrel_licensed_ted
3	JAK_PS.part_barrel_licensed_ted_combo
3	JAK_PS.part_barrel_licensed_ted_mirv
3	JAK_PS.part_barrel_licensed_ted_shooting
3	JAK_PS.part_body
3	JAK_PS.part_body_a
3	JAK_PS.part_body_b
3	JAK_PS.part_body_c
3	JAK_PS.part_body_d4
3	JAK_PS.part_foregrip_01
3	JAK_PS.part_foregrip_02
3	JAK_PS.part_foregrip_03
3	JAK_PS.part_grip_01
3	JAK_PS.part_grip_02
3	JAK_PS.part_grip_03
3	JAK_PS.part_grip_04_hyp
3	JAK_PS.part_grip_05a_ted_legs
3	JAK_PS.part_grip_05b_ted_homing
3	JAK_PS.part_grip_05c_ted_jav
3	JAK_PS.part_mag_018
3	JAK_PS.part_mag_02
3	JAK_PS.part_mag_03_torJ
3	JAK_PS.part_mag_04_cov
3	JAK_PS.part_mag_05_borg
3	JAK_PS.part_mag_ted_thrown_01
3	JAK_PS.part_mag_ted_thrown_02
3	JAK_PS.part_mag_ted_thrown_03_tor
3	JAK_PS.part_mag_ted_thrown_04_cov
3	JAK_PS.part_mag_ted_thrown_05_bor
3	JAK_PS.part_mag_torgue_normal
3	JAK_PS.part_mag_torgue_sticky
3	JAK_PS.part_scope_01_lens_01F
3	JAK_PS.part_scope_01_lens_02
3	JAK_PS.part_scope_02_lens_01
3	JAK_PS.part_scope_02_lens_02X
3	JAK_PS.part_scope_acc_S01_L01_a
3	JAK_PS.part_scope_acc_S01_L01_b
3	JAK_PS.part_scope_acc_S01_L02_a
3	JAK_PS.part_scope_acc_S01_L02_b
3	JAK_PS.part_scope_acc_S02_L01_a
3	JAK_PS.part_scope_acc_S02_L01_b
3	JAK_PS.part_scope_acc_S02_L02_a
3	JAK_PS.part_scope_acc_S02_L02_b
3	JAK_PS.part_scope_ironsight
3	JAK_PS.part_secondary_ammo_ar
3	JAK_PS.part_secondary_ammo_sg
3	JAK_PS.part_secondary_ammo_smg
3	JAK_PS.part_secondary_ammo_sr
3	JAK_PS.part_shield_ammo
3	JAK_PS.part_shield_amp
3	JAK_PS.part_shield_default
3	JAK_PS.part_shield_ricochet
3	JAK_PS.part_underbarrel_01_microrocket
3	JAK_PS.part_underbarrel_02_knifelauncher
3	JAK_PS.part_underbarrel_03_vial
3	JAK_PS.part_underbarrel_04_atlas
3	JAK_PS.part_underbarrel_04_atlas_ball
3	JAK_PS.part_underbarrel_05_ammoswitcher
4	TED_PS.part_barrel_01
4	TED_PS.part_barrel_01_Sideshow
4	TED_PS.part_barrel_01_a
4	TED_PS.part_barrel_01_b
4	TED_PS.part_barrel_01_c
4	TED_PS.part_barrel_01_d
4	TED_PS.part_barrel_02
4	TED_PS.part_barrel_02_ATLienz
4	TED_PS.part_barrel_02_Inscriber
4	TED_PS.part_barrel_02_RubysGrasp
4	TED_PS.part_barrel_02_a
4	TED_PS.part_barrel_02_b
4	TED_PS.part_barrel_02_c
4	TED_PS.part_barrel_02_d
4	TED_PS.part_barrel_licensed_hyp
4	TED_PS.part_barrel_licensed_jak
4	TED_PS.part_barrel_licensed_multi
4	TED_PS.part_barrel_licensed_ted_combo
4	TED_PS.part_barrel_licensed_ted_mirvL
4	TED_PS.part_barrel_licensed_ted_replicator
4	TED_PS.part_barrel_licensed_ted_replicator_multi
4	TED_PS.part_barrel_licensed_ted_shooting
4	TED_PS.part_body_a
4	TED_PS.part_body_b
4	TED_PS.part_body_c
4	TED_PS.part_body_d
4	TED_PS.part_bodyt
4	TED_PS.part_foregrip_01
4	TED_PS.part_foregrip_02
4	TED_PS.part_foregrip_03
4	TED_PS.part_grip_01
4	TED_PS.part_grip_02
4	TED_PS.part_grip_03
4	TED_PS.part_grip_04_hyp
4	TED_PS.part_grip_05a_ted_legs
4	TED_PS.part_grip_05a_ted_legs_mirv
4	TED_PS.part_grip_05b_ted_homing
4	TED_PS.part_grip_05b_ted_homing_ATLien
4	TED_PS.part_grip_05c_ted_javB
4	TED_PS.part_grip_05c_ted_jav_ATLien
4	TED_PS.part_mag_01
4	TED_PS.part_mag_02
4	TED_PS.part_mag_03_tor
4	TED_PS.part_mag_04_covP
4	TED_PS.part_mag_05_borg
4	TED_PS.part_mag_torgue_normal
4	TED_PS.part_mag_torgue_normal_Inscriber
4	TED_PS.part_mag_torgue_sticky
4	TED_PS.part_multi_ted_combo
4	TED_PS.part_multi_ted_combo_ATLien
4	TED_PS.part_multi_ted_mirv
4	TED_PS.part_multi_ted_replicator
4	TED_PS.part_multi_ted_shooting
4	TED_PS.part_scope_01_lens_01
4	TED_PS.part_scope_01_lens_02
4	TED_PS.part_scope_02_lens_01
4	TED_PS.part_scope_02_lens_02
4	TED_PS.part_scope_acc_S01_L01_a
4	TED_PS.part_scope_acc_S01_L01_b
4	TED_PS.part_scope_acc_S01_L02_a
4	TED_PS.part_scope_acc_S01_L02_b
4	TED_PS.part_scope_acc_S02_L01_a
4	TED_PS.part_scope_acc_S02_L01_b
4	TED_PS.part_scope_acc_S02_L02_a
4	TED_PS.part_scope_acc_S02_L02_b
4	TED_PS.part_scope_ironsight
4	TED_PS.part_secondary_ammo_ar
4	TED_PS.part_secondary_ammo_sg
4	TED_PS.part_secondary_ammo_sm
4	TED_PS.part_secondary_ammo_sr
4	TED_PS.part_shield_ammo
4	TED_PS.part_shield_amp
4	TED_PS.part_shield_default
4	TED_PS.part_shield_ricochet
4	TED_PS.part_underbarrel_01_drone
4	TED_PS.part_underbarrel_02_rockets
4	TED_PS.part_underbarrel_03_shotgun
4	TED_PS.part_underbarrel_04_atlas
4	TED_PS.part_underbarrel_04_atlas_ball
4	TED_PS.part_underbarrel_05_ammoswitcher
4	TED_PS.part_underbarrel_06_malswitch
5	TOR_PS.part_barrel_01
5	TOR_PS.part_barrel_01_Roach
5	TOR_PS.part_barrel_01_a
5	TOR_PS.part_barrel_01_b
5	TOR_PS.part_barrel_01_c
5	TOR_PS.part_barrel_01_d
5	TOR_PS.part_barrel_02
5	TOR_PS.part_barrel_02_Breadth
5	TOR_PS.part_barrel_02_QueensRest
5	TOR_PS.part_barrel_02_a
5	TOR_PS.part_barrel_02_b
5	TOR_PS.part_barrel_02_c
5	TOR_PS.part_barrel_02_d
5	TOR_PS.part_barrel_licensed_hyp
5	TOR_PS.part_barrel_licensed_jak
5	TOR_PS.part_barrel_licensed_ted
5	TOR_PS.part_barrel_licensed_ted_combo
5	TOR_PS.part_barrel_licensed_ted_mirv
5	TOR_PS.part_barrel_licensed_ted_shooting0
5	TOR_PS.part_body
5	TOR_PS.part_body_a0
5	TOR_PS.part_body_b
5	TOR_PS.part_body_c
5	TOR_PS.part_body_d
5	TOR_PS.part_foregrip_01
5	TOR_PS.part_foregrip_02
5	TOR_PS.part_foregrip_03
5	TOR_PS.part_grip_01
5	TOR_PS.part_grip_02
5	TOR_PS.part_grip_03
5	TOR_PS.part_grip_04_hyp
5	TOR_PS.part_grip_05a_ted_legs
5	TOR_PS.part_grip_05b_ted_homing
5	TOR_PS.part_grip_05c_ted_jav
5	TOR_PS.part_mag_01
5	TOR_PS.part_mag_02
5	TOR_PS.part_mag_04_cov
5	TOR_PS.part_mag_05_borg
5	TOR_PS.part_mag_ted_thrown_01
5	TOR_PS.part_mag_ted_thrown_02
5	TOR_PS.part_mag_ted_thrown_04_cov
5	TOR_PS.part_mag_ted_thrown_05_bor
5	TOR_PS.part_scope_01_lens_01
5	TOR_PS.part_scope_01_lens_02
5	TOR_PS.part_scope_02_lens_01v
5	TOR_PS.part_scope_02_lens_02
5	TOR_PS.part_scope_acc_S01_L01_a
5	TOR_PS.part_scope_acc_S01_L01_b
5	TOR_PS.part_scope_acc_S01_L02_a
5	TOR_PS.part_scope_acc_S01_L02_b
5	TOR_PS.part_scope_acc_S02_L01_a
5	TOR_PS.part_scope_acc_S02_L01_b
5	TOR_PS.part_scope_acc_S02_L02_a
5	TOR_PS.part_scope_acc_S02_L02_b
5	TOR_PS.part_scope_ironsight
5	TOR_PS.part_secondary_ammo_ar
5	TOR_PS.part_secondary_ammo_sg
5	TOR_PS.part_secondary_ammo_smg
5	TOR_PS.part_secondary_ammo_sr
5	TOR_PS.part_shield_ammo
5	TOR_PS.part_shield_ampT
5	TOR_PS.part_shield_default
5	TOR_PS.part_shield_ricochet
5	TOR_PS.part_underbarrel_01_rockets
5	TOR_PS.part_underbarrel_02_blowback
5	TOR_PS.part_underbarrel_03_Cleaver
5	TOR_PS.part_underbarrel_04_atlas_ball
5	TOR_PS.part_underbarrel_04_atlasb
5	TOR_PS.part_underbarrel_05_ammoswitcher
5	TOR_PS.part_underbarrel_06_malswitch
6	ORD_PS.part_barrel_01
6	ORD_PS.part_barrel_01_a
6	ORD_PS.part_barrel_01_b
6	ORD_PS.part_barrel_01_c
6	ORD_PS.part_barrel_01_d
6	ORD_PS.part_barrel_02
6	ORD_PS.part_barrel_02_Bully
6	ORD_PS.part_barrel_02_RocketReload8
6	ORD_PS.part_barrel_02_a
6	ORD_PS.part_barrel_02_b
6	ORD_PS.part_barrel_02_c
6	ORD_PS.part_barrel_02_d
6	ORD_PS.part_barrel_NoisyCricket
6	ORD_PS.part_barrel_licensed_hyp
6	ORD_PS.part_barrel_licensed_jak
6	ORD_PS.part_barrel_licensed_ted
6	ORD_PS.part_barrel_licensed_ted_combo
6	ORD_PS.part_barrel_licensed_ted_mirv
6	ORD_PS.part_barrel_licensed_ted_shooting
6	ORD_PS.part_body
6	ORD_PS.part_body_a
6	ORD_PS.part_body_bt
6	ORD_PS.part_body_c
6	ORD_PS.part_body_d
6	ORD_PS.part_foregrip_01
6	ORD_PS.part_foregrip_02
6	ORD_PS.part_foregrip_03
6	ORD_PS.part_grip_01
6	ORD_PS.part_grip_02
6	ORD_PS.part_grip_03
6	ORD_PS.part_grip_04_hyp
6	ORD_PS.part_grip_05a_ted_legs
6	ORD_PS.part_grip_05b_ted_homing
6	ORD_PS.part_grip_05c_ted_jav
6	ORD_PS.part_mag_01
6	ORD_PS.part_mag_02
6	ORD_PS.part_mag_03_rocketreload
6	ORD_PS.part_mag_03_tor
6	ORD_PS.part_mag_04_cov
6	ORD_PS.part_mag_05_borg
6	ORD_PS.part_mag_NoisyCricket
6	ORD_PS.part_mag_ted_thrown_01
6	ORD_PS.part_mag_ted_thrown_02
6	ORD_PS.part_mag_ted_thrown_03_tor
6	ORD_PS.part_mag_ted_thrown_04_cov
6	ORD_PS.part_mag_ted_thrown_05_bor
6	ORD_PS.part_mag_torgue_normal
6	ORD_PS.part_mag_torgue_sticky
6	ORD_PS.part_scope_01_lens_01
6	ORD_PS.part_scope_01_lens_024
6	ORD_PS.part_scope_02_lens_01
6	ORD_PS.part_scope_02_lens_02
6	ORD_PS.part_scope_acc_S01_L01_a
6	ORD_PS.part_scope_acc_S01_L01_b
6	ORD_PS.part_scope_acc_S01_L02_a
6	ORD_PS.part_scope_acc_S01_L02_b
6	ORD_PS.part_scope_acc_S02_L01_a
6	ORD_PS.part_scope_acc_S02_L01_b
6	ORD_PS.part_scope_acc_S02_L02_a
6	ORD_PS.part_scope_acc_S02_L02_b
6	ORD_PS.part_scope_ironsight
6	ORD_PS.part_secondary_ammo_ar
6	ORD_PS.part_secondary_ammo_sg
6	ORD_PS.part_secondary_ammo_sm
6	ORD_PS.part_secondary_ammo_sr
6	ORD_PS.part_shield_ammo
6	ORD_PS.part_shield_amp
6	ORD_PS.part_shield_default
6	ORD_PS.part_shield_ricochet
6	ORD_PS.part_underbarrel_01_energyburst
6	ORD_PS.part_underbarrel_02_gravitywell
6	ORD_PS.part_underbarrel_03_rockets
6	ORD_PS.part_underbarrel_04_atlas
6	ORD_PS.part_underbarrel_04_atlas_ball
6	ORD_PS.part_underbarrel_05_ammoswitcher
7	comp_01_common
7	comp_02_uncommon
7	comp_03_rare
7	comp_04_epic
7	comp_05_legendary
7	comp_05_legendary_convergence
7	part_barrel_01
7	part_barrel_01_a
7	part_barrel_01_b
7	part_barrel_01_c
7	part_barrel_01_d
7	part_barrel_02
7	part_barrel_02_a
7	part_barrel_02_b
7	part_barrel_02_c
7	part_barrel_02_d
7	part_barrel_licensed_hyp
7	part_barrel_licensed_jak
7	part_barrel_licensed_ted
7	part_barrel_licensed_ted_combo
7	part_barrel_licensed_ted_mirv
7	part_barrel_licensed_ted_shooting
7	part_body
7	part_body_a
7	part_body_b
7	part_body_c
7	part_body_d
7	part_foregrip_01
7	part_foregrip_02
7	part_foregrip_03
7	part_grip_01
7	part_grip_02
7	part_grip_03
7	part_grip_04_hyp
7	part_grip_05a_ted_legs
7	part_grip_05b_ted_homing
7	part_grip_05c_ted_jav
7	part_mag_01
7	part_mag_02
7	part_mag_03_tor
7	part_mag_04_cov
7	part_mag_ted_thrown_01
7	part_mag_ted_thrown_02
7	part_mag_ted_thrown_03_tor
7	part_mag_ted_thrown_04_cov
7	part_mag_torgue_normal
7	part_mag_torgue_sticky
7	part_scope_01_lens_01
7	part_scope_01_lens_02
7	part_scope_02_lens_01
7	part_scope_02_lens_02
7	part_scope_acc_s01_l01_a
7	part_scope_acc_s01_l01_b
7	part_scope_acc_s01_l02_a
7	part_scope_acc_s01_l02_b
7	part_scope_acc_s02_l01_a
7	part_scope_acc_s02_l01_b
7	part_scope_acc_s02_l02_a
7	part_scope_acc_s02_l02_b
7	part_scope_ironsight
7	part_secondary_ammo_ar
7	part_secondary_ammo_ps
7	part_secondary_ammo_smg
7	part_secondary_ammo_sr
7	part_shield_ammo
7	part_shield_amp
7	part_shield_default
7	part_shield_ricochet
7	part_underbarrel_01_beam
7	part_underbarrel_02_gauss
7	part_underbarrel_03_discharge
7	part_underbarrel_04_atlas
7	part_underbarrel_04_atlas_ball
7	part_underbarrel_05_ammoswitcher
7	part_underbarrel_06_malswitch
7	part_unique_barrel_02_convergence
8	DAD_SG.part_barrel_01
8	DAD_SG.part_barrel_01_a
8	DAD_SG.part_barrel_01_b
8	DAD_SG.part_barrel_01_bod
8	DAD_SG.part_barrel_01_c
8	DAD_SG.part_barrel_01_d
8	DAD_SG.part_barrel_02
8	DAD_SG.part_barrel_02_a
8	DAD_SG.part_barrel_02_b
8	DAD_SG.part_barrel_02_c
8	DAD_SG.part_barrel_02_d
8	DAD_SG.part_barrel_HeartGun
8	DAD_SG.part_barrel_licensed_hyp
8	DAD_SG.part_barrel_licensed_jak
8	DAD_SG.part_barrel_licensed_ted
8	DAD_SG.part_barrel_licensed_ted_combo
8	DAD_SG.part_barrel_licensed_ted_mirv
8	DAD_SG.part_barrel_licensed_ted_shooting
8	DAD_SG.part_barrel_misslaser
8	DAD_SG.part_body
8	DAD_SG.part_body_a
8	DAD_SG.part_body_bD
8	DAD_SG.part_body_cJ
8	DAD_SG.part_body_d
8	DAD_SG.part_body_mag_AR
8	DAD_SG.part_body_mag_PS
8	DAD_SG.part_body_mag_SMGz
8	DAD_SG.part_body_mag_SR
8	DAD_SG.part_foregrip_01
8	DAD_SG.part_foregrip_02
8	DAD_SG.part_foregrip_03
8	DAD_SG.part_grip_01
8	DAD_SG.part_grip_02
8	DAD_SG.part_grip_03
8	DAD_SG.part_grip_04_hyp
8	DAD_SG.part_grip_05a_ted_legs
8	DAD_SG.part_grip_05b_ted_homing
8	DAD_SG.part_grip_05c_ted_jav
8	DAD_SG.part_mag_01
8	DAD_SG.part_mag_02
8	DAD_SG.part_mag_03_tor
8	DAD_SG.part_mag_04_cov
8	DAD_SG.part_mag_05_borg
8	DAD_SG.part_mag_ted_thrown_01
8	DAD_SG.part_mag_ted_thrown_02
8	DAD_SG.part_mag_ted_thrown_03_tor
8	DAD_SG.part_mag_ted_thrown_04_cov
8	DAD_SG.part_mag_ted_thrown_05_bor
8	DAD_SG.part_mag_torgue_normal
8	DAD_SG.part_mag_torgue_sticky
8	DAD_SG.part_scope_01_lens_01
8	DAD_SG.part_scope_01_lens_02
8	DAD_SG.part_scope_02_lens_01
8	DAD_SG.part_scope_02_lens_02
8	DAD_SG.part_scope_acc_S01_L01_a
8	DAD_SG.part_scope_acc_S01_L01_b
8	DAD_SG.part_scope_acc_S01_L02_a
8	DAD_SG.part_scope_acc_S01_L02_b
8	DAD_SG.part_scope_acc_S02_L01_a
8	DAD_SG.part_scope_acc_S02_L01_b
8	DAD_SG.part_scope_acc_S02_L02_a
8	DAD_SG.part_scope_acc_S02_L02_b
8	DAD_SG.part_scope_ironsight
8	DAD_SG.part_shield_ammo
8	DAD_SG.part_shield_amp
8	DAD_SG.part_shield_default
8	DAD_SG.part_shield_ricochet
8	DAD_SG.part_underbarrel_01_microrocketZ
8	DAD_SG.part_underbarrel_01_misslaser
8	DAD_SG.part_underbarrel_02_Singularity
8	DAD_SG.part_underbarrel_03_mine
8	DAD_SG.part_underbarrel_04_atlas
8	DAD_SG.part_underbarrel_04_atlas_ball
8	DAD_SG.part_underbarrel_06_malswitch
9	JAK_SG.part_barrel_01
9	JAK_SG.part_barrel_01_Hellwalker
9	JAK_SG.part_barrel_01_Slugger
9	JAK_SG.part_barrel_01_a
9	JAK_SG.part_barrel_01_b
9	JAK_SG.part_barrel_01_c
9	JAK_SG.part_barrel_01_d
9	JAK_SG.part_barrel_02
9	JAK_SG.part_barrel_02_a
9	JAK_SG.part_barrel_02_b
9	JAK_SG.part_barrel_02_c
9	JAK_SG.part_barrel_02_d
9	JAK_SG.part_barrel_RainbowVomit
9	JAK_SG.part_barrel_TKsWave
9	JAK_SG.part_barrel_licensed_hyp
9	JAK_SG.part_barrel_licensed_ted
9	JAK_SG.part_barrel_licensed_ted_combo
9	JAK_SG.part_barrel_licensed_ted_mirv
9	JAK_SG.part_barrel_licensed_ted_shooting
9	JAK_SG.part_body
9	JAK_SG.part_body_a4
9	JAK_SG.part_body_b
9	JAK_SG.part_body_cP
9	JAK_SG.part_body_d
9	JAK_SG.part_body_ele_RainbowVomit_Cor_Cryo_Fire
9	JAK_SG.part_body_ele_RainbowVomit_Cor_Cryo_Rad
9	JAK_SG.part_body_ele_RainbowVomit_Cor_Cryo_Shock
9	JAK_SG.part_body_ele_RainbowVomit_Cor_Fire_Radn
9	JAK_SG.part_body_ele_RainbowVomit_Cor_Fire_shockr
9	JAK_SG.part_body_ele_RainbowVomit_Cor_Rad_shock
9	JAK_SG.part_body_ele_RainbowVomit_Cryo_Fire_Rad
9	JAK_SG.part_body_ele_RainbowVomit_Cryo_Fire_Shock
9	JAK_SG.part_body_ele_RainbowVomit_Cryo_Rad_Shock
9	JAK_SG.part_body_ele_RainbowVomit_Fire_Rad_Shock
9	JAK_SG.part_foregrip_01
9	JAK_SG.part_foregrip_02
9	JAK_SG.part_foregrip_03
9	JAK_SG.part_grip_01
9	JAK_SG.part_grip_02
9	JAK_SG.part_grip_03
9	JAK_SG.part_grip_04_hyp
9	JAK_SG.part_grip_05a_ted_legs
9	JAK_SG.part_grip_05b_ted_homing
9	JAK_SG.part_grip_05c_ted_jav
9	JAK_SG.part_mag_01_B01
9	JAK_SG.part_mag_01_B02
9	JAK_SG.part_mag_01_Slugger
9	JAK_SG.part_mag_02
9	JAK_SG.part_mag_02_B02
9	JAK_SG.part_mag_03_torb
9	JAK_SG.part_mag_04_cov
9	JAK_SG.part_mag_05_borg
9	JAK_SG.part_mag_RainbowVomit
9	JAK_SG.part_mag_ted_thrown_01
9	JAK_SG.part_mag_ted_thrown_02
9	JAK_SG.part_mag_ted_thrown_03_tor
9	JAK_SG.part_mag_ted_thrown_04_cov
9	JAK_SG.part_mag_ted_thrown_05_bor
9	JAK_SG.part_mag_torgue_normal
9	JAK_SG.part_mag_torgue_normal_TKsWave
9	JAK_SG.part_mag_torgue_sticky
9	JAK_SG.part_mag_torgue_sticky_TKsWave
9	JAK_SG.part_scope_01_lens_01
9	JAK_SG.part_scope_01_lens_02
9	JAK_SG.part_scope_02_lens_01
9	JAK_SG.part_scope_02_lens_02
9	JAK_SG.part_scope_acc_S01_L01_a
9	JAK_SG.part_scope_acc_S01_L01_b
9	JAK_SG.part_scope_acc_S01_L02_a
9	JAK_SG.part_scope_acc_S01_L02_b
9	JAK_SG.part_scope_acc_S02_L01_a
9	JAK_SG.part_scope_acc_S02_L01_b
9	JAK_SG.part_scope_acc_S02_L02_a
9	JAK_SG.part_scope_acc_S02_L02_b
9	JAK_SG.part_scope_ironsight
9	JAK_SG.part_secondary_Ammo_AssaultRifle
9	JAK_SG.part_secondary_ammo_ps
9	JAK_SG.part_secondary_ammo_smgr
9	JAK_SG.part_secondary_ammo_sr
9	JAK_SG.part_shield_ammo
9	JAK_SG.part_shield_amp
9	JAK_SG.part_shield_default
9	JAK_SG.part_shield_ricochet
9	JAK_SG.part_underbarrel_01_knifelauncherx
9	JAK_SG.part_underbarrel_02_meathook
9	JAK_SG.part_underbarrel_03_grenade
9	JAK_SG.part_underbarrel_04_atlas
9	JAK_SG.part_underbarrel_04_atlas_ball
9	JAK_SG.part_underbarrel_05_ammoswitcher
10	TED_SG.part_barrel_01
10	TED_SG.part_barrel_01_a
10	TED_SG.part_barrel_01_anarchy
10	TED_SG.part_barrel_01_b
10	TED_SG.part_barrel_01_c
